"Address","PickupDay","SweepWeek","GarbageHauler","RecycleHauler","YardTrimHauler","NCUDate","StreetNumber","ZIP","WaterCompany"
"2101 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2101","95132","San Jose Water Company, 408-279-7900"
"2095 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2095","95132","San Jose Water Company, 408-279-7900"
"2091 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2091","95132","San Jose Water Company, 408-279-7900"
"2087 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2087","95132","San Jose Water Company, 408-279-7900"
"2083 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2083","95132","San Jose Water Company, 408-279-7900"
"2077 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2077","95132","San Jose Water Company, 408-279-7900"
"2071 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2071","95132","San Jose Water Company, 408-279-7900"
"2065 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2065","95132","San Jose Water Company, 408-279-7900"
"2059 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2059","95132","San Jose Water Company, 408-279-7900"
"2053 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2053","95132","San Jose Water Company, 408-279-7900"
"2047 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2047","95132","San Jose Water Company, 408-279-7900"
"2039 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2039","95132","San Jose Water Company, 408-279-7900"
"2031 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2031","95132","San Jose Water Company, 408-279-7900"
"2023 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2023","95132","San Jose Water Company, 408-279-7900"
"2017 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2017","95132","San Jose Water Company, 408-279-7900"
"2694 ALDERWOOD DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2694","95132","San Jose Water Company, 408-279-7900"
"1948 CONIFER LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","1948","95132","San Jose Water Company, 408-279-7900"
"1954 CONIFER LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","1954","95132","San Jose Water Company, 408-279-7900"
"3370 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3370","95132","San Jose Water Company, 408-279-7900"
"3382 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3382","95132","San Jose Water Company, 408-279-7900"
"3394 SAGEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3394","95132","San Jose Water Company, 408-279-7900"
"2090 LOCKWOOD DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2090","95132","San Jose Water Company, 408-279-7900"
"2032 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2032","95132","San Jose Water Company, 408-279-7900"
"2038 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2038","95132","San Jose Water Company, 408-279-7900"
"2044 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2044","95132","San Jose Water Company, 408-279-7900"
"2050 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2050","95132","San Jose Water Company, 408-279-7900"
"2054 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2054","95132","San Jose Water Company, 408-279-7900"
"2062 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2062","95132","San Jose Water Company, 408-279-7900"
"2068 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2068","95132","San Jose Water Company, 408-279-7900"
"2074 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2074","95132","San Jose Water Company, 408-279-7900"
"2080 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2080","95132","San Jose Water Company, 408-279-7900"
"2088 STONEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2088","95132","San Jose Water Company, 408-279-7900"
"3563 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3563","95132","San Jose Water Company, 408-279-7900"
"3561 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3561","95132","San Jose Water Company, 408-279-7900"
"3559 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3559","95132","San Jose Water Company, 408-279-7900"
"3557 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3557","95132","San Jose Water Company, 408-279-7900"
"3555 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3555","95132","San Jose Water Company, 408-279-7900"
"3553 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3553","95132","San Jose Water Company, 408-279-7900"
"3551 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3551","95132","San Jose Water Company, 408-279-7900"
"3549 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3549","95132","San Jose Water Company, 408-279-7900"
"3547 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3547","95132","San Jose Water Company, 408-279-7900"
"3545 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3545","95132","San Jose Water Company, 408-279-7900"
"3543 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3543","95132","San Jose Water Company, 408-279-7900"
"3535 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3535","95132","San Jose Water Company, 408-279-7900"
"3527 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3527","95132","San Jose Water Company, 408-279-7900"
"3519 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3519","95132","San Jose Water Company, 408-279-7900"
"3511 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3511","95132","San Jose Water Company, 408-279-7900"
"3512 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3512","95132","San Jose Water Company, 408-279-7900"
"3520 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3520","95132","San Jose Water Company, 408-279-7900"
"3528 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3528","95132","San Jose Water Company, 408-279-7900"
"3536 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3536","95132","San Jose Water Company, 408-279-7900"
"3544 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3544","95132","San Jose Water Company, 408-279-7900"
"3546 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3546","95132","San Jose Water Company, 408-279-7900"
"3556 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3556","95132","San Jose Water Company, 408-279-7900"
"3558 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3558","95132","San Jose Water Company, 408-279-7900"
"3560 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3560","95132","San Jose Water Company, 408-279-7900"
"3562 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3562","95132","San Jose Water Company, 408-279-7900"
"3564 LAURANT WY, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3564","95132","San Jose Water Company, 408-279-7900"
"3553 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3553","95132","San Jose Water Company, 408-279-7900"
"3547 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3547","95132","San Jose Water Company, 408-279-7900"
"3539 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3539","95132","San Jose Water Company, 408-279-7900"
"3531 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3531","95132","San Jose Water Company, 408-279-7900"
"3523 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3523","95132","San Jose Water Company, 408-279-7900"
"1243 STATE ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1243","95002","San Jose Municipal Water System, 408-535-3500"
"1259 STATE ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1259","95002","San Jose Municipal Water System, 408-535-3500"
"1441 ARCHER ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1441","95002","San Jose Municipal Water System, 408-535-3500"
"1343 STATE ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1343","95002","San Jose Municipal Water System, 408-535-3500"
"1369 STATE ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1369","95002","San Jose Municipal Water System, 408-535-3500"
"1391 STATE ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1391","95002","San Jose Municipal Water System, 408-535-3500"
"1370 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1370","95002","San Jose Municipal Water System, 408-535-3500"
"1368 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1368","95002","San Jose Municipal Water System, 408-535-3500"
"1320 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1320","95002","San Jose Municipal Water System, 408-535-3500"
"1304 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1304","95002","San Jose Municipal Water System, 408-535-3500"
"2073 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2073","95132","San Jose Water Company, 408-279-7900"
"2067 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2067","95132","San Jose Water Company, 408-279-7900"
"2063 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2063","95132","San Jose Water Company, 408-279-7900"
"1611 ARCHER ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1611","95002","San Jose Municipal Water System, 408-535-3500"
"1631 ARCHER ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1631","95002","San Jose Municipal Water System, 408-535-3500"
"1313 MICHIGAN AV UNIT A, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1313","95002","San Jose Water Company, 408-279-7900"
"1313 MICHIGAN AV UNIT B, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1313","95002","San Jose Water Company, 408-279-7900"
"1315 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1315","95002","San Jose Municipal Water System, 408-535-3500"
"1325 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1325","95002","San Jose Municipal Water System, 408-535-3500"
"1286 MICHIGAN AV A, ALVISO, CA 95002","N/A","N/A","","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1286","95002","San Jose Water Company, 408-279-7900"
"1286 MICHIGAN AV B, ALVISO, CA 95002","N/A","N/A","","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1286","95002","San Jose Water Company, 408-279-7900"
"1286 MICHIGAN AV C, ALVISO, CA 95002","N/A","N/A","","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1286","95002","San Jose Water Company, 408-279-7900"
"1275 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1275","95002","San Jose Municipal Water System, 408-535-3500"
"1287 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1287","95002","San Jose Municipal Water System, 408-535-3500"
"1298 MICHIGAN AV UNIT A, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1298","95002","San Jose Water Company, 408-279-7900"
"1298 MICHIGAN AV UNIT B, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1298","95002","San Jose Water Company, 408-279-7900"
"1298 MICHIGAN AV UNIT C, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1298","95002","San Jose Water Company, 408-279-7900"
"1292 MICHIGAN AV UNIT A, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1292","95002","San Jose Water Company, 408-279-7900"
"1292 MICHIGAN AV B, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1292","95002","San Jose Water Company, 408-279-7900"
"1273 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1273","95002","San Jose Municipal Water System, 408-535-3500"
"1277 WABASH ST, ALVISO, CA 95002","MON","TUE of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1277","95002","San Jose Municipal Water System, 408-535-3500"
"1279 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1279","95002","San Jose Municipal Water System, 408-535-3500"
"1291 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1291","95002","San Jose Municipal Water System, 408-535-3500"
"1297 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1297","95002","San Jose Municipal Water System, 408-535-3500"
"4761 ESSEX ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","4761","95002","San Jose Municipal Water System, 408-535-3500"
"1378 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1378","95002","San Jose Municipal Water System, 408-535-3500"
"1368 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1368","95002","San Jose Municipal Water System, 408-535-3500"
"1364 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1364","95002","San Jose Municipal Water System, 408-535-3500"
"1339 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1339","95002","San Jose Water Company, 408-279-7900"
"1341 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1341","95002","San Jose Municipal Water System, 408-535-3500"
"1338 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1338","95002","San Jose Municipal Water System, 408-535-3500"
"1392 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1392","95002","San Jose Municipal Water System, 408-535-3500"
"1386 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1386","95002","San Jose Municipal Water System, 408-535-3500"
"1356 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1356","95002","San Jose Municipal Water System, 408-535-3500"
"1280 MICHIGAN AV UNIT A, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1280","95002","San Jose Water Company, 408-279-7900"
